CODIGO_DANE_MUNICIPIO;DESC_MUNICIPIO;DESC_DEPARTAMENTO;ZONA
13430;MAGANGUÉ;BOLÍVAR;URBANO
52427;MAGÜÍ;NARIÑO;RURAL DISPERSO
13433;MAHATES;BOLÍVAR;URBANO
44430;MAICAO;LA GUAJIRA;URBANO
70429;MAJAGUAL;SUCRE;RURAL
68432;MÁLAGA;SANTANDER;URBANO
8433;MALAMBO;ATLÁNTICO;URBANO
52435;MALLAMA;NARIÑO;RURAL DISPERSO
8436;MANATÍ;ATLÁNTICO;URBANO
44560;MANAURE;LA GUAJIRA;URBANO
20443;MANAURE BALCÓN DEL CESAR;CESAR;URBANO
85139;MANÍ;CASANARE;RURAL DISPERSO
17001;MANIZALES;CALDAS;URBANO
25436;MANTA;CUNDINAMARCA;RURAL DISPERSO
17433;MANZANARES;CALDAS;URBANO
50325;MAPIRIPÁN;META;RURAL DISPERSO
13440;MARGARITA;BOLÍVAR;RURAL DISPERSO
13442;MARÍA LA BAJA;BOLÍVAR;URBANO
5440;MARINILLA;ANTIOQUIA;URBANO
15442;MARIPÍ;BOYACÁ;RURAL
17442;MARMATO;CALDAS;URBANO
17444;MARQUETALIA;CALDAS;URBANO
66440;MARSELLA;RISARALDA;URBANO
17446;MARULANDA;CALDAS;RURAL DISPERSO
68444;MATANZA;SANTANDER;RURAL DISPERSO
5001;MEDELLÍN;ANTIOQUIA;URBANO
25438;MEDINA;CUNDINAMARCA;RURAL DISPERSO
27425;MEDIO ATRATO;CHOCÓ;RURAL DISPERSO
27430;MEDIO BAUDÓ;CHOCÓ;RURAL DISPERSO
27450;MEDIO SAN JUAN;CHOCÓ;RURAL
73449;MELGAR;TOLIMA;URBANO
19450;MERCADERES;CAUCA;RURAL DISPERSO
50330;MESETAS;META;RURAL DISPERSO
18460;MILÁN;CAQUETÁ;RURAL DISPERSO
15455;MIRAFLORES;BOYACÁ;RURAL
95200;MIRAFLORES;GUAVIARE;RURAL DISPERSO
19455;MIRANDA;CAUCA;URBANO
91460;MIRITÍ - PARANÁ;AMAZONAS;RURAL DISPERSO
66456;MISTRATÓ;RISARALDA;RURAL DISPERSO
97001;MITÚ;VAUPÉS;RURAL DISPERSO
86001;MOCOA;PUTUMAYO;URBANO
68464;MOGOTES;SANTANDER;RURAL
68468;MOLAGAVITA;SANTANDER;RURAL DISPERSO
23464;MOMIL;CÓRDOBA;URBANO
13468;MOMPÓS;BOLÍVAR;URBANO
15464;MONGUA;BOYACÁ;RURAL
15466;MONGUÍ;BOYACÁ;URBANO
15469;MONIQUIRÁ;BOYACÁ;URBANO
5467;MONTEBELLO;ANTIOQUIA;URBANO
13458;MONTECRISTO;BOLÍVAR;RURAL DISPERSO
23466;MONTELÍBANO;CÓRDOBA;URBANO
63470;MONTENEGRO;QUINDIO;URBANO
23001;MONTERÍA;CÓRDOBA;URBANO
85162;MONTERREY;CASANARE;RURAL
23500;MOÑITOS;CÓRDOBA;URBANO
13473;MORALES;BOLÍVAR;RURAL DISPERSO
19473;MORALES;CAUCA;RURAL
18479;MORELIA;CAQUETÁ;RURAL DISPERSO
94888;MORICHAL;GUAINÍA;RURAL DISPERSO
70473;MORROA;SUCRE;URBANO
25473;MOSQUERA;CUNDINAMARCA;URBANO
52473;MOSQUERA;NARIÑO;RURAL
15476;MOTAVITA;BOYACÁ;URBANO
73461;MURILLO;TOLIMA;RURAL DISPERSO
5475;MURINDÓ;ANTIOQUIA;RURAL DISPERSO
5480;MUTATÁ;ANTIOQUIA;RURAL DISPERSO
54480;MUTISCUA;NORTE DE SANTANDER;RURAL DISPERSO
15480;MUZO;BOYACÁ;URBANO
5483;NARIÑO;ANTIOQUIA;RURAL
25483;NARIÑO;CUNDINAMARCA;RURAL
52480;NARIÑO;NARIÑO;URBANO
41483;NÁTAGA;HUILA;RURAL
73483;NATAGAIMA;TOLIMA;RURAL
5495;NECHÍ;ANTIOQUIA;RURAL
5490;NECOCLÍ;ANTIOQUIA;RURAL DISPERSO
17486;NEIRA;CALDAS;URBANO
41001;NEIVA;HUILA;URBANO
25486;NEMOCÓN;CUNDINAMARCA;URBANO
25488;NILO;CUNDINAMARCA;RURAL
25489;NIMAIMA;CUNDINAMARCA;URBANO
15491;NOBSA;BOYACÁ;URBANO
25491;NOCAIMA;CUNDINAMARCA;URBANO
17495;NORCASIA;CALDAS;RURAL
13490;NOROSÍ;BOLÍVAR;RURAL
27491;NÓVITA;CHOCÓ;RURAL DISPERSO
47460;NUEVA GRANADA;MAGDALENA;RURAL
85225;NUNCHÍA;CASANARE;RURAL DISPERSO
27495;NUQUÍ;CHOCÓ;RURAL DISPERSO
76497;OBANDO;VALLE DEL CAUCA;URBANO
68498;OCAMONTE;SANTANDER;RURAL
54498;OCAÑA;NORTE DE SANTANDER;URBANO
68500;OIBA;SANTANDER;RURAL
15500;OICATÁ;BOYACÁ;RURAL DISPERSO
5501;OLAYA;ANTIOQUIA;RURAL DISPERSO
52490;OLAYA HERRERA;NARIÑO;RURAL
68502;ONZAGA;SANTANDER;RURAL DISPERSO
41503;OPORAPA;HUILA;RURAL
86320;ORITO;PUTUMAYO;RURAL
85230;OROCUÉ;CASANARE;RURAL DISPERSO
73504;ORTEGA;TOLIMA;RURAL DISPERSO
52506;OSPINA;NARIÑO;URBANO
15507;OTANCHE;BOYACÁ;RURAL
70508;OVEJAS;SUCRE;RURAL
15511;PACHAVITA;BOYACÁ;RURAL DISPERSO
25513;PACHO;CUNDINAMARCA;URBANO
97511;PACOA;VAUPÉS;RURAL DISPERSO
17513;PÁCORA;CALDAS;RURAL
19513;PADILLA;CAUCA;URBANO
15514;PÁEZ;BOYACÁ;RURAL DISPERSO
19517;PÁEZ;CAUCA;RURAL DISPERSO
41518;PAICOL;HUILA;RURAL
20517;PAILITAS;CESAR;RURAL
25518;PAIME;CUNDINAMARCA;RURAL DISPERSO
15516;PAIPA;BOYACÁ;URBANO
15518;PAJARITO;BOYACÁ;RURAL DISPERSO
41524;PALERMO;HUILA;RURAL
17524;PALESTINA;CALDAS;URBANO
41530;PALESTINA;HUILA;RURAL
8520;PALMAR DE VARELA;ATLÁNTICO;URBANO
68524;PALMAS DEL SOCORRO;SANTANDER;RURAL
76520;PALMIRA;VALLE DEL CAUCA;URBANO
70523;PALMITO;SUCRE;URBANO
73520;PALOCABILDO;TOLIMA;URBANO
54518;PAMPLONA;NORTE DE SANTANDER;URBANO
54520;PAMPLONITA;NORTE DE SANTANDER;RURAL DISPERSO
94887;PANA PANA;GUAINÍA;RURAL DISPERSO
25524;PANDI;CUNDINAMARCA;RURAL
15522;PANQUEBA;BOYACÁ;RURAL
97777;PAPUNAUA;VAUPÉS;RURAL DISPERSO
68533;PÁRAMO;SANTANDER;URBANO
25530;PARATEBUENO;CUNDINAMARCA;RURAL DISPERSO
25535;PASCA;CUNDINAMARCA;RURAL DISPERSO
52001;PASTO;NARIÑO;URBANO
19532;PATÍA;CAUCA;RURAL
15531;PAUNA;BOYACÁ;RURAL DISPERSO
15533;PAYA;BOYACÁ;RURAL DISPERSO
85250;PAZ DE ARIPORO;CASANARE;RURAL DISPERSO
15537;PAZ DE RÍO;BOYACÁ;RURAL
47541;PEDRAZA;MAGDALENA;RURAL
20550;PELAYA;CESAR;RURAL
17541;PENSILVANIA;CALDAS;RURAL
5541;PEÑOL;ANTIOQUIA;URBANO
5543;PEQUE;ANTIOQUIA;RURAL DISPERSO
66001;PEREIRA;RISARALDA;URBANO
15542;PESCA;BOYACÁ;RURAL DISPERSO
19533;PIAMONTE;CAUCA;RURAL DISPERSO
68547;PIEDECUESTA;SANTANDER;URBANO
73547;PIEDRAS;TOLIMA;RURAL
19548;PIENDAMÓ;CAUCA;URBANO
63548;PIJAO;QUINDIO;RURAL
47545;PIJIÑO DEL CARMEN;MAGDALENA;RURAL
68549;PINCHOTE;SANTANDER;RURAL
13549;PINILLOS;BOLÍVAR;RURAL DISPERSO
8549;PIOJÓ;ATLÁNTICO;RURAL
15550;PISBA;BOYACÁ;RURAL DISPERSO
41548;PITAL;HUILA;URBANO
41551;PITALITO;HUILA;URBANO
47551;PIVIJAY;MAGDALENA;RURAL
73555;PLANADAS;TOLIMA;RURAL DISPERSO
23555;PLANETA RICA;CÓRDOBA;URBANO
47555;PLATO;MAGDALENA;URBANO
52540;POLICARPA;NARIÑO;RURAL DISPERSO
8558;POLONUEVO;ATLÁNTICO;URBANO
8560;PONEDERA;ATLÁNTICO;URBANO
19001;POPAYÁN;CAUCA;URBANO
85263;PORE;CASANARE;RURAL
52560;POTOSÍ;NARIÑO;RURAL DISPERSO
76563;PRADERA;VALLE DEL CAUCA;URBANO
73563;PRADO;TOLIMA;RURAL
88564;PROVIDENCIA;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;URBANO
52565;PROVIDENCIA;NARIÑO;URBANO
20570;PUEBLO BELLO;CESAR;RURAL DISPERSO
23570;PUEBLO NUEVO;CÓRDOBA;RURAL
66572;PUEBLO RICO;RISARALDA;RURAL DISPERSO
5576;PUEBLORRICO;ANTIOQUIA;URBANO
47570;PUEBLOVIEJO;MAGDALENA;RURAL
68572;PUENTE NACIONAL;SANTANDER;RURAL
52573;PUERRES;NARIÑO;RURAL
91530;PUERTO ALEGRÍA;AMAZONAS;RURAL DISPERSO
91536;PUERTO ARICA;AMAZONAS;RURAL DISPERSO
86568;PUERTO ASÍS;PUTUMAYO;URBANO
5579;PUERTO BERRÍO;ANTIOQUIA;URBANO
15572;PUERTO BOYACÁ;BOYACÁ;URBANO
86569;PUERTO CAICEDO;PUTUMAYO;RURAL
99001;PUERTO CARREÑO;VICHADA;RURAL DISPERSO
8573;PUERTO COLOMBIA;ATLÁNTICO;URBANO
94884;PUERTO COLOMBIA;GUAINÍA;RURAL DISPERSO
50450;PUERTO CONCORDIA;META;RURAL
23574;PUERTO ESCONDIDO;CÓRDOBA;RURAL
50568;PUERTO GAITÁN;META;RURAL DISPERSO
86571;PUERTO GUZMÁN;PUTUMAYO;RURAL DISPERSO
86573;PUERTO LEGUÍZAMO;PUTUMAYO;RURAL DISPERSO
23580;PUERTO LIBERTADOR;CÓRDOBA;RURAL
50577;PUERTO LLERAS;META;RURAL DISPERSO
50573;PUERTO LÓPEZ;META;RURAL DISPERSO
5585;PUERTO NARE;ANTIOQUIA;RURAL
91540;PUERTO NARIÑO;AMAZONAS;RURAL DISPERSO
68573;PUERTO PARRA;SANTANDER;RURAL DISPERSO
18592;PUERTO RICO;CAQUETÁ;RURAL
50590;PUERTO RICO;META;RURAL DISPERSO
81591;PUERTO RONDÓN;ARAUCA;RURAL DISPERSO
25572;PUERTO SALGAR;CUNDINAMARCA;RURAL
54553;PUERTO SANTANDER;NORTE DE SANTANDER;URBANO
19573;PUERTO TEJADA;CAUCA;URBANO
5591;PUERTO TRIUNFO;ANTIOQUIA;URBANO
68575;PUERTO WILCHES;SANTANDER;RURAL
25580;PULÍ;CUNDINAMARCA;RURAL DISPERSO
52585;PUPIALES;NARIÑO;URBANO
19585;PURACÉ;CAUCA;RURAL DISPERSO
73585;PURIFICACIÓN;TOLIMA;URBANO
23586;PURÍSIMA DE LA CONCEPCIÓN;CÓRDOBA;URBANO
25592;QUEBRADANEGRA;CUNDINAMARCA;RURAL
25594;QUETAME;CUNDINAMARCA;RURAL
27001;QUIBDÓ;CHOCÓ;URBANO
63594;QUIMBAYA;QUINDIO;URBANO
66594;QUINCHÍA;RISARALDA;URBANO
15580;QUÍPAMA;BOYACÁ;RURAL DISPERSO
25596;QUIPILE;CUNDINAMARCA;RURAL
54599;RAGONVALIA;NORTE DE SANTANDER;URBANO
15599;RAMIRIQUÍ;BOYACÁ;URBANO
15600;RÁQUIRA;BOYACÁ;RURAL
85279;RECETOR;CASANARE;RURAL
13580;REGIDOR;BOLÍVAR;URBANO
5604;REMEDIOS;ANTIOQUIA;RURAL
47605;REMOLINO;MAGDALENA;RURAL
8606;REPELÓN;ATLÁNTICO;URBANO
50606;RESTREPO;META;RURAL
76606;RESTREPO;VALLE DEL CAUCA;URBANO
5607;RETIRO;ANTIOQUIA;URBANO
25612;RICAURTE;CUNDINAMARCA;URBANO
52612;RICAURTE;NARIÑO;RURAL DISPERSO
20614;RÍO DE ORO;CESAR;RURAL
27580;RÍO IRÓ;CHOCÓ;RURAL DISPERSO
27600;RÍO QUITO;CHOCÓ;RURAL DISPERSO
13600;RÍO VIEJO;BOLÍVAR;RURAL
73616;RIOBLANCO;TOLIMA;RURAL DISPERSO
76616;RIOFRÍO;VALLE DEL CAUCA;RURAL
44001;RIOHACHA;LA GUAJIRA;URBANO
5615;RIONEGRO;ANTIOQUIA;URBANO
68615;RIONEGRO;SANTANDER;RURAL DISPERSO
17614;RIOSUCIO;CALDAS;URBANO
27615;RIOSUCIO;CHOCÓ;RURAL DISPERSO
17616;RISARALDA;CALDAS;URBANO
41615;RIVERA;HUILA;RURAL
52621;ROBERTO PAYÁN;NARIÑO;RURAL DISPERSO
76622;ROLDANILLO;VALLE DEL CAUCA;URBANO
73622;RONCESVALLES;TOLIMA;RURAL DISPERSO
15621;RONDÓN;BOYACÁ;RURAL DISPERSO
19622;ROSAS;CAUCA;URBANO
73624;ROVIRA;TOLIMA;RURAL
68655;SABANA DE TORRES;SANTANDER;RURAL
8634;SABANAGRANDE;ATLÁNTICO;URBANO
5628;SABANALARGA;ANTIOQUIA;RURAL
8638;SABANALARGA;ATLÁNTICO;URBANO
85300;SABANALARGA;CASANARE;RURAL DISPERSO
47660;SABANAS DE SAN ÁNGEL;MAGDALENA;RURAL DISPERSO
5631;SABANETA;ANTIOQUIA;URBANO
15632;SABOYÁ;BOYACÁ;RURAL DISPERSO
85315;SÁCAMA;CASANARE;RURAL DISPERSO
15638;SÁCHICA;BOYACÁ;URBANO
23660;SAHAGÚN;CÓRDOBA;URBANO
41660;SALADOBLANCO;HUILA;RURAL DISPERSO
17653;SALAMINA;CALDAS;RURAL
47675;SALAMINA;MAGDALENA;RURAL
54660;SALAZAR;NORTE DE SANTANDER;RURAL
73671;SALDAÑA;TOLIMA;URBANO
63690;SALENTO;QUINDIO;RURAL
5642;SALGAR;ANTIOQUIA;RURAL
15646;SAMACÁ;BOYACÁ;URBANO
17662;SAMANÁ;CALDAS;RURAL DISPERSO
52678;SAMANIEGO;NARIÑO;URBANO
70670;SAMPUÉS;SUCRE;URBANO
41668;SAN AGUSTÍN;HUILA;RURAL
20710;SAN ALBERTO;CESAR;RURAL
68669;SAN ANDRÉS;SANTANDER;RURAL
88001;SAN ANDRÉS;ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA;URBANO
5647;SAN ANDRÉS DE CUERQUÍA;ANTIOQUIA;RURAL
23670;SAN ANDRÉS DE SOTAVENTO;CÓRDOBA;URBANO
52835;SAN ANDRÉS DE TUMACO;NARIÑO;URBANO
23672;SAN ANTERO;CÓRDOBA;URBANO
73675;SAN ANTONIO;TOLIMA;RURAL DISPERSO
25645;SAN ANTONIO DEL TEQUENDAMA;CUNDINAMARCA;URBANO
68673;SAN BENITO;SANTANDER;RURAL
70678;SAN BENITO ABAD;SUCRE;RURAL DISPERSO
25649;SAN BERNARDO;CUNDINAMARCA;RURAL
52685;SAN BERNARDO;NARIÑO;URBANO
23675;SAN BERNARDO DEL VIENTO;CÓRDOBA;URBANO
54670;SAN CALIXTO;NORTE DE SANTANDER;RURAL DISPERSO
5649;SAN CARLOS;ANTIOQUIA;RURAL
23678;SAN CARLOS;CÓRDOBA;RURAL
50680;SAN CARLOS DE GUAROA;META;RURAL
25653;SAN CAYETANO;CUNDINAMARCA;RURAL DISPERSO
54673;SAN CAYETANO;NORTE DE SANTANDER;RURAL
13620;SAN CRISTÓBAL;BOLÍVAR;URBANO
20750;SAN DIEGO;CESAR;RURAL
15660;SAN EDUARDO;BOYACÁ;RURAL
13647;SAN ESTANISLAO;BOLÍVAR;URBANO
94883;SAN FELIPE;GUAINÍA;RURAL DISPERSO
13650;SAN FERNANDO;BOLÍVAR;RURAL DISPERSO
5652;SAN FRANCISCO;ANTIOQUIA;RURAL
25658;SAN FRANCISCO;CUNDINAMARCA;URBANO
86755;SAN FRANCISCO;PUTUMAYO;RURAL
68679;SAN GIL;SANTANDER;URBANO
13654;SAN JACINTO;BOLÍVAR;RURAL
13655;SAN JACINTO DEL CAUCA;BOLÍVAR;RURAL DISPERSO
5656;SAN JERÓNIMO;ANTIOQUIA;URBANO
68682;SAN JOAQUÍN;SANTANDER;RURAL DISPERSO
17665;SAN JOSÉ;CALDAS;URBANO
5658;SAN JOSÉ DE LA MONTAÑA;ANTIOQUIA;RURAL
68684;SAN JOSÉ DE MIRANDA;SANTANDER;RURAL
15664;SAN JOSÉ DE PARE;BOYACÁ;RURAL
23682;SAN JOSÉ DE URÉ;CORDOBA;RURAL
18610;SAN JOSÉ DEL FRAGUA;CAQUETÁ;RURAL
95001;SAN JOSÉ DEL GUAVIARE;GUAVIARE;RURAL
27660;SAN JOSÉ DEL PALMAR;CHOCÓ;RURAL DISPERSO
50683;SAN JUAN DE ARAMA;META;RURAL DISPERSO
70702;SAN JUAN DE BETULIA;SUCRE;URBANO
25662;SAN JUAN DE RIOSECO;CUNDINAMARCA;RURAL
5659;SAN JUAN DE URABÁ;ANTIOQUIA;URBANO
44650;SAN JUAN DEL CESAR;LA GUAJIRA;RURAL
13657;SAN JUAN NEPOMUCENO;BOLÍVAR;URBANO
50686;SAN JUANITO;META;RURAL
52687;SAN LORENZO;NARIÑO;RURAL
5660;SAN LUIS;ANTIOQUIA;RURAL
73678;SAN LUIS;TOLIMA;RURAL DISPERSO
15667;SAN LUIS DE GACENO;BOYACÁ;RURAL
85325;SAN LUIS DE PALENQUE;CASANARE;RURAL DISPERSO
70742;SAN LUIS DE SINCÉ;SUCRE;URBANO
70708;SAN MARCOS;SUCRE;URBANO
20770;SAN MARTÍN;CESAR;RURAL
50689;SAN MARTÍN;META;RURAL DISPERSO
13667;SAN MARTÍN DE LOBA;BOLÍVAR;RURAL
15673;SAN MATEO;BOYACÁ;RURAL
68686;SAN MIGUEL;SANTANDER;RURAL DISPERSO
86757;SAN MIGUEL;PUTUMAYO;RURAL
15676;SAN MIGUEL DE SEMA;BOYACÁ;RURAL
70713;SAN ONOFRE;SUCRE;RURAL
13670;SAN PABLO;BOLÍVAR;URBANO
52693;SAN PABLO;NARIÑO;URBANO
15681;SAN PABLO DE BORBUR;BOYACÁ;RURAL
70717;SAN PEDRO;SUCRE;URBANO
76670;SAN PEDRO;VALLE DEL CAUCA;URBANO
52694;SAN PEDRO DE CARTAGO;NARIÑO;URBANO
5664;SAN PEDRO DE LOS MILAGROS;ANTIOQUIA;URBANO
5665;SAN PEDRO DE URABÁ;ANTIOQUIA;URBANO
23686;SAN PELAYO;CÓRDOBA;RURAL
5667;SAN RAFAEL;ANTIOQUIA;RURAL
5670;SAN ROQUE;ANTIOQUIA;RURAL
19693;SAN SEBASTIÁN;CAUCA;RURAL DISPERSO
47692;SAN SEBASTIÁN DE BUENAVISTA;MAGDALENA;RURAL
73443;SAN SEBASTIÁN DE MARIQUITA;TOLIMA;URBANO
68689;SAN VICENTE DE CHUCURÍ;SANTANDER;RURAL
18753;SAN VICENTE DEL CAGUÁN;CAQUETÁ;RURAL
5674;SAN VICENTE FERRER;ANTIOQUIA;URBANO
47703;SAN ZENÓN;MAGDALENA;RURAL DISPERSO
52683;SANDONÁ;NARIÑO;URBANO
47707;SANTA ANA;MAGDALENA;RURAL
5679;SANTA BÁRBARA;ANTIOQUIA;URBANO
52696;SANTA BÁRBARA;NARIÑO;RURAL DISPERSO
68705;SANTA BÁRBARA;SANTANDER;RURAL DISPERSO
47720;SANTA BÁRBARA DE PINTO;MAGDALENA;RURAL
13673;SANTA CATALINA;BOLÍVAR;URBANO
5042;SANTA FÉ DE ANTIOQUIA;ANTIOQUIA;RURAL
68720;SANTA HELENA DEL OPÓN;SANTANDER;RURAL DISPERSO
73686;SANTA ISABEL;TOLIMA;RURAL
8675;SANTA LUCÍA;ATLÁNTICO;URBANO
15690;SANTA MARÍA;BOYACÁ;RURAL DISPERSO
41676;SANTA MARÍA;HUILA;RURAL DISPERSO
47001;SANTA MARTA;MAGDALENA;URBANO
13683;SANTA ROSA;BOLÍVAR;URBANO
19701;SANTA ROSA;CAUCA;RURAL DISPERSO
66682;SANTA ROSA DE CABAL;RISARALDA;URBANO
5686;SANTA ROSA DE OSOS;ANTIOQUIA;RURAL
15693;SANTA ROSA DE VITERBO;BOYACÁ;URBANO
13688;SANTA ROSA DEL SUR;BOLÍVAR;RURAL
99624;SANTA ROSALÍA;VICHADA;RURAL DISPERSO
15686;SANTANA;BOYACÁ;URBANO
19698;SANTANDER DE QUILICHAO;CAUCA;URBANO
54680;SANTIAGO;NORTE DE SANTANDER;RURAL
86760;SANTIAGO;PUTUMAYO;RURAL
70820;SANTIAGO DE TOLÚ;SUCRE;URBANO
5690;SANTO DOMINGO;ANTIOQUIA;RURAL DISPERSO
8685;SANTO TOMÁS;ATLÁNTICO;URBANO
66687;SANTUARIO;RISARALDA;URBANO
52720;SAPUYES;NARIÑO;RURAL DISPERSO
81736;SARAVENA;ARAUCA;URBANO
54720;SARDINATA;NORTE DE SANTANDER;RURAL
25718;SASAIMA;CUNDINAMARCA;RURAL
15720;SATIVANORTE;BOYACÁ;RURAL DISPERSO
5736;SEGOVIA;ANTIOQUIA;URBANO
25736;SESQUILÉ;CUNDINAMARCA;RURAL
76736;SEVILLA;VALLE DEL CAUCA;URBANO
15740;SIACHOQUE;BOYACÁ;RURAL
25740;SIBATÉ;CUNDINAMARCA;URBANO
86749;SIBUNDOY;PUTUMAYO;URBANO
54743;SILOS;NORTE DE SANTANDER;RURAL DISPERSO
25743;SILVANIA;CUNDINAMARCA;URBANO
19743;SILVIA;CAUCA;RURAL
68745;SIMACOTA;SANTANDER;RURAL DISPERSO
25745;SIMIJACA;CUNDINAMARCA;URBANO
13744;SIMITÍ;BOLÍVAR;RURAL
70001;SINCELEJO;SUCRE;URBANO
27745;SIPÍ;CHOCÓ;RURAL DISPERSO
47745;SITIONUEVO;MAGDALENA;RURAL
25754;SOACHA;CUNDINAMARCA;URBANO
15753;SOATÁ;BOYACÁ;URBANO
15757;SOCHA;BOYACÁ;RURAL
68755;SOCORRO;SANTANDER;URBANO
15755;SOCOTÁ;BOYACÁ;RURAL DISPERSO
15759;SOGAMOSO;BOYACÁ;URBANO
18756;SOLANO;CAQUETÁ;RURAL DISPERSO
8758;SOLEDAD;ATLÁNTICO;URBANO
18785;SOLITA;CAQUETÁ;RURAL
15761;SOMONDOCO;BOYACÁ;RURAL
5756;SONSÓN;ANTIOQUIA;RURAL
5761;SOPETRÁN;ANTIOQUIA;URBANO
13760;SOPLAVIENTO;BOLÍVAR;URBANO
25758;SOPÓ;CUNDINAMARCA;URBANO
15762;SORA;BOYACÁ;RURAL
15764;SORACÁ;BOYACÁ;RURAL
15763;SOTAQUIRÁ;BOYACÁ;RURAL DISPERSO
19760;SOTARA;CAUCA;RURAL DISPERSO
68770;SUAITA;SANTANDER;RURAL DISPERSO
8770;SUAN;ATLÁNTICO;URBANO
19780;SUÁREZ;CAUCA;RURAL
73770;SUÁREZ;TOLIMA;RURAL
41770;SUAZA;HUILA;RURAL DISPERSO
25769;SUBACHOQUE;CUNDINAMARCA;URBANO
19785;SUCRE;CAUCA;RURAL
68773;SUCRE;SANTANDER;RURAL DISPERSO
70771;SUCRE;SUCRE;RURAL
25772;SUESCA;CUNDINAMARCA;URBANO
25777;SUPATÁ;CUNDINAMARCA;RURAL DISPERSO
17777;SUPÍA;CALDAS;URBANO
68780;SURATÁ;SANTANDER;RURAL DISPERSO
25779;SUSA;CUNDINAMARCA;URBANO
15774;SUSACÓN;BOYACÁ;RURAL
15776;SUTAMARCHÁN;BOYACÁ;RURAL
25781;SUTATAUSA;CUNDINAMARCA;URBANO
15778;SUTATENZA;BOYACÁ;URBANO
25785;TABIO;CUNDINAMARCA;URBANO
27787;TADÓ;CHOCÓ;RURAL
13780;TALAIGUA NUEVO;BOLÍVAR;RURAL
20787;TAMALAMEQUE;CESAR;RURAL
85400;TÁMARA;CASANARE;RURAL DISPERSO
81794;TAME;ARAUCA;RURAL DISPERSO
5789;TÁMESIS;ANTIOQUIA;URBANO
52786;TAMINANGO;NARIÑO;RURAL
52788;TANGUA;NARIÑO;RURAL DISPERSO
97666;TARAIRA;VAUPÉS;RURAL DISPERSO
91798;TARAPACÁ;AMAZONAS;RURAL DISPERSO
5790;TARAZÁ;ANTIOQUIA;URBANO
41791;TARQUI;HUILA;RURAL
5792;TARSO;ANTIOQUIA;URBANO
15790;TASCO;BOYACÁ;RURAL DISPERSO
85410;TAURAMENA;CASANARE;RURAL DISPERSO
25793;TAUSA;CUNDINAMARCA;RURAL DISPERSO
41799;TELLO;HUILA;RURAL
25797;TENA;CUNDINAMARCA;URBANO
47798;TENERIFE;MAGDALENA;RURAL
25799;TENJO;CUNDINAMARCA;URBANO
15798;TENZA;BOYACÁ;RURAL
54800;TEORAMA;NORTE DE SANTANDER;RURAL DISPERSO
41801;TERUEL;HUILA;RURAL
41797;TESALIA;HUILA;RURAL
25805;TIBACUY;CUNDINAMARCA;RURAL
15804;TIBANÁ;BOYACÁ;RURAL
15806;TIBASOSA;BOYACÁ;URBANO
25807;TIBIRITA;CUNDINAMARCA;RURAL
54810;TIBÚ;NORTE DE SANTANDER;RURAL
23807;TIERRALTA;CÓRDOBA;URBANO
41807;TIMANÁ;HUILA;URBANO
19807;TIMBÍO;CAUCA;URBANO
19809;TIMBIQUÍ;CAUCA;RURAL DISPERSO
15808;TINJACÁ;BOYACÁ;RURAL DISPERSO
15810;TIPACOQUE;BOYACÁ;RURAL DISPERSO
13810;TIQUISIO;BOLÍVAR;RURAL DISPERSO
5809;TITIRIBÍ;ANTIOQUIA;URBANO
15814;TOCA;BOYACÁ;URBANO
25815;TOCAIMA;CUNDINAMARCA;URBANO
25817;TOCANCIPÁ;CUNDINAMARCA;URBANO
5819;TOLEDO;ANTIOQUIA;RURAL DISPERSO
54820;TOLEDO;NORTE DE SANTANDER;RURAL DISPERSO
70823;TOLÚ VIEJO;SUCRE;RURAL
68820;TONA;SANTANDER;RURAL DISPERSO
15820;TÓPAGA;BOYACÁ;URBANO
25823;TOPAIPÍ;CUNDINAMARCA;RURAL DISPERSO
19821;TORIBÍO;CAUCA;RURAL
76823;TORO;VALLE DEL CAUCA;URBANO
15822;TOTA;BOYACÁ;RURAL DISPERSO
19824;TOTORÓ;CAUCA;RURAL
85430;TRINIDAD;CASANARE;RURAL DISPERSO
76828;TRUJILLO;VALLE DEL CAUCA;URBANO
8832;TUBARÁ;ATLÁNTICO;URBANO
23815;TUCHÍN;CORDOBA;URBANO
76834;TULUÁ;VALLE DEL CAUCA;URBANO
15001;TUNJA;BOYACÁ;URBANO
52838;TÚQUERRES;NARIÑO;URBANO
13836;TURBACO;BOLÍVAR;URBANO
13838;TURBANÁ;BOLÍVAR;URBANO
5837;TURBO;ANTIOQUIA;URBANO
15835;TURMEQUÉ;BOYACÁ;URBANO
15837;TUTA;BOYACÁ;RURAL
15839;TUTAZÁ;BOYACÁ;RURAL DISPERSO
25839;UBALÁ;CUNDINAMARCA;RURAL DISPERSO
25841;UBAQUE;CUNDINAMARCA;RURAL
76845;ULLOA;VALLE DEL CAUCA;URBANO
15842;ÚMBITA;BOYACÁ;RURAL
25845;UNE;CUNDINAMARCA;RURAL
27800;UNGUÍA;CHOCÓ;RURAL
27810;UNIÓN PANAMERICANA;CHOCÓ;URBANO
5842;URAMITA;ANTIOQUIA;RURAL
50370;URIBE;META;RURAL DISPERSO
